"","FIPS","State","County","Age65AndOlderNum2020","Age65AndOlderPct2020","AsianNonHispanicNum2020","AsianNonHispanicPct2020","AvgHHSize","BlackNonHispanicNum2020","BlackNonHispanicPct2020","Deep_Pov_All","Deep_Pov_Children","Ed1LessThanHSNum","Ed1LessThanHSPct","Ed2HSDiplomaOnlyNum","Ed2HSDiplomaOnlyPct","Ed3SomeCollegeNum","Ed3SomeCollegePct","Ed4AssocDegreeNum","Ed4AssocDegreePct","Ed5CollegePlusNum","Ed5CollegePlusPct","ESTIMATESBASE2020","FemaleHHNum","FemaleHHPct","ForeignBornAfricaNum","ForeignBornAfricaPct","ForeignBornAsiaNum","ForeignBornAsiaPct","ForeignBornCaribNum","ForeignBornCaribPct","ForeignBornCentralSouthAmNum","ForeignBornCentralSouthAmPct","ForeignBornEuropeNum","ForeignBornEuropePct","ForeignBornMexNum","ForeignBornMexPct","ForeignBornNum","ForeignBornPct","HH65PlusAloneNum","HH65PlusAlonePct","HispanicNum2020","HispanicPct2020","HispanicPopChangeRate1020","LandAreaSQMiles2020","MedHHInc","Median_HH_Inc_ACS","MultipleRaceNum2020","MultipleRacePct2020","MultipleRacePopChangeRate1020","NativeAmericanNonHispanicNum2020","NativeAmericanNonHispanicPct2020","Natural_Change_Rate_2020_2021","NaturalChange1019","NaturalChangeRate1019","NaturalChg2020_2021","Net_InterMigration_2020_2021","Net_InterMigrationRate_2020_2021","Net_International_Migration_2010_2019","Net_International_Migration_Rate_2010_2019","Net_Migration_2020_2021","Net_Migration_Rate_2020_2021","NetMigration1019","NetMigrationRate1019","NonEnglishHHNum","NonEnglishHHPct","NonHispAsianPopChangeRate1020","NonHispBlackPopChangeRate1020","NonHispNatAmerPopChangeRate1020","NonHispWhitePopChangeRate1020","Num_inPOV_0_17_ACS","NumAll_inPOV_ACS","NumCivEmployed","NumCivLaborforce2007","NumCivLaborForce2008","NumCivLaborForce2009","NumCivLaborforce2010","NumCivLaborForce2011","NumCivLaborForce2012","NumCivLaborforce2013","NumCivLaborforce2014","NumCivLaborforce2015","NumCivLaborforce2016","NumCivLaborforce2017","NumCivLaborforce2018","NumCivLaborforce2019","NumCivLaborForce2020","NumCivLaborforce2021","NumEmployed2007","NumEmployed2008","NumEmployed2009","NumEmployed2010","NumEmployed2011","NumEmployed2012","NumEmployed2013","NumEmployed2014","NumEmployed2015","NumEmployed2016","NumEmployed2017","NumEmployed2018","NumEmployed2019","NumEmployed2020","NumEmployed2021","NumUnemployed2007","NumUnemployed2008","NumUnemployed2009","NumUnemployed2010","NumUnemployed2011","NumUnemployed2012","NumUnemployed2013","NumUnemployed2014","NumUnemployed2015","NumUnemployed2016","NumUnemployed2017","NumUnemployed2018","NumUnemployed2019","NumUnemployed2020","NumUnemployed2021","OwnHomeNum","OwnHomePct","PctEmpAgriculture","PctEmpChange0710","PctEmpChange0721","PctEmpChange1021","PctEmpChange1920","PctEmpChange2021","PctEmpConstruction","PctEmpFIRE","PctEmpGovt","PctEmpInformation","PctEmpManufacturing","PctEmpMining","PctEmpServices","PctEmpTrade","PctEmpTrans","PCTPOV017","PCTPOVALL","PerCapitaInc","Pop_change_Rate_2020_2021","PopChangeRate1019","PopChangeRate1020","PopDensity2020","POPESTIMATE2020","POPESTIMATE2021","POV017","POVALL","Poverty_Rate_0_17_ACS","Poverty_Rate_ACS","TotalHH","TotalOccHU","TotalPop2020","TotalPop25Plus","TotalPopACS","TotalPopEst2010","TotalPopEst2011","TotalPopEst2012","TotalPopEst2013","TotalPopEst2014","TotalPopEst2015","TotalPopEst2016","TotalPopEst2017","TotalPopEst2018","TotalPopEst2019","TotalPopEstBase2010","Under18Num2020","Under18Pct2020","UnempRate2007","UnempRate2008","UnempRate2009","UnempRate2010","UnempRate2011","UnempRate2012","UnempRate2013","UnempRate2014","UnempRate2015","UnempRate2016","UnempRate2017","UnempRate2018","UnempRate2019","UnempRate2020","UnempRate2021","WhiteNonHispanicNum2020","WhiteNonHispanicPct2020"
"63",5123,"AR","St. Francis",3808,16.49198787,122,0.528367259,2.53,12501,54.14032049,11.32148941,17.31992612,2950,17.68055139,6559,39.31075817,3856,23.11057836,1417,8.492658076,1903,11.405454,23090,1810,22.21949423,61,0.258222918,39,0.165093341,0,0,681,2.882783728,35,0.148160691,177,0.74926978,832,3.52199128,1196,14.68205254,686,2.97098311,-40.29590949,634.7840148,36781,34981,589,2.55088783,43.65853659,65,0.281507146,0.030374035,509,1.805,7,7,0.030374035,157,0.557,-314,-1.362492406,-3709,-13.155,319,3.916032409,-8.270676692,-14.17095778,-48.81889764,-23.11033158,1838,5859,8020,10427,10292,10343,9815,9789,9527,9220,9044,8992,8855,8360,8284,8193,8022,7675,9409,9335,9281,8806,8747,8536,8284,8274,8351,8394,7937,7868,7781,7388,7201,1018,957,1062,1009,1042,991,936,770,641,461,423,416,412,634,474,4394,53.94058434,6.08478803,-6.4,-23.5,-18.2,-5.1,-2.5,10.93516209,3.179551122,8.129675811,0.935162095,12.51870324,0.336658354,37.7680798,13.97755611,6.134663342,42.2,32.2,19667,-1.332118372,-11.35,-18.28862623,36.37457696,23046,22739,1996,6108,37.71803817,28.51788756,8146,8146,23090,16685,23623,28194,27994,27992,27508,27088,26651,26347,25997,25509,24994,28253,4684,20.28583803,9.8,9.3,10.3,10.3,10.6,10.4,10.2,8.5,7.1,5.2,5.1,5,5,7.9,6.2,9206,39.87007362
"64",5125,"AR","Saline",22190,17.97984054,1453,1.177318986,2.55,10351,8.387081092,3.663379443,3.979214123,6952,8.193282263,26015,30.65998821,20179,23.78196818,8019,9.450795522,23685,27.91396582,123416,5413,11.40347181,62,0.050691696,981,0.802073454,16,0.013081728,2201,1.799555221,321,0.26245217,1387,1.134022304,3615,2.955652942,4624,9.741299402,8507,6.89294743,108.1477857,723.5323623,68107,68605,7975,6.461885007,420.9013717,522,0.422959746,-0.088129947,2447,2.273,-109,18,0.014553569,359,0.333,1661,1.34297103,12334,11.457,626,1.31878318,57.93478261,109.322548,5.668016194,1.51839493,3314,10455,59150,48397,49402,49398,53348,53987,54644,55120,55039,56229,56952,57474,58664,59554,58783,57900,46342,47224,46183,49934,50565,51443,52011,52439,53970,55170,55729,56890,57919,55813,56082,2055,2178,3215,3414,3422,3201,3109,2600,2259,1782,1745,1774,1635,2970,1818,37187,78.34119828,0.622147084,7.8,21,12.3,-3.6,0.5,7.824175824,7.607776839,6.037193576,1.913778529,8.125105664,0.229923922,46.08453085,15.26796281,6.287404903,12.1,8.5,33861,1.254841083,13.73,15.21499655,170.5742637,123681,125233,3426,10572,11.79527335,8.649645906,47468,47468,123416,84850,122308,107656,109553,111442,113348,114874,116390,117656,119520,121074,122437,107135,29564,23.95475465,4.2,4.4,6.5,6.4,6.3,5.9,5.6,4.7,4,3.1,3,3,2.7,5.1,3.1,96745,78.38934984
"65",5127,"AR","Scott",2018,20.51647011,275,2.795851972,2.51,31,0.315168768,4.084321476,3.981164384,1387,20.04045658,2827,40.84669845,1436,20.74844676,514,7.426672446,757,10.93772576,9836,258,6.55154901,0,0,76,0.765511684,0,0,244,2.457695407,6,0.060435133,72,0.725221596,326,3.283642224,534,13.56018283,748,7.604717365,-4.347826087,892.8499592,39974,43577,739,7.513216755,162.0567376,183,1.860512403,-0.101926409,1,0.009,-10,0,0,-32,-0.284,21,0.214045459,-995,-8.825,142,3.605891315,-27.44063325,-39.21568627,-3.684210526,-16.23031188,516,1495,4192,4813,4827,4894,4756,4855,4710,4656,4614,4546,4469,4433,4388,4331,4345,4216,4588,4599,4564,4434,4529,4409,4373,4388,4333,4305,4279,4231,4188,4150,4076,225,228,330,322,326,301,283,226,213,164,154,157,143,195,140,2909,73.86998476,6.917938931,-3.4,-11.2,-8.1,-0.9,-1.8,5.08110687,5.510496183,3.936068702,0.691793893,27.83874046,0.286259542,34.63740458,10.20992366,4.890267176,29.5,17.3,22064,0.11211905,-8.816,-12.43657082,11.01640864,9811,9822,658,1681,22.0890411,15.15151515,3938,3938,9836,6921,9928,11275,11264,11033,10934,10686,10561,10332,10369,10339,10281,11241,2329,23.67832452,4.7,4.7,6.7,6.8,6.7,6.4,6.1,4.9,4.7,3.7,3.5,3.6,3.3,4.5,3.3,8031,81.64904433
"66",5129,"AR","Searcy",1986,25.370465,20,0.255493102,2.63,5,0.063873275,6.930693069,11.23234917,1145,19.84746057,2282,39.55624892,1041,18.04472179,417,7.228289132,884,15.3232796,7828,252,8.502024292,0,0,8,0.101626016,0,0,34,0.431910569,11,0.139735772,34,0.431910569,53,0.673272358,479,16.16059379,140,1.788451712,15.70247934,665.8337614,35422,39627,556,7.102708227,207.1823204,65,0.83035258,-0.817682381,-329,-4.021,-64,1,0.012776287,23,0.281,117,1.494825604,28,0.342,0,0,81.81818182,66.66666667,-28.57142857,-9.076923077,598,1876,2905,3579,3591,3555,3388,3318,3232,3143,3016,3039,2994,2935,2924,2908,2878,2920,3401,3399,3285,3088,3028,2977,2899,2829,2870,2857,2798,2799,2779,2692,2796,178,192,270,300,290,255,244,187,169,137,137,125,129,186,124,2184,73.68421053,5.714285714,-9.2,-17.8,-9.5,-3.1,3.9,5.473321859,4.234079174,5.576592083,0.17211704,17.21170396,0,40.51635112,14.56110155,6.540447504,32,20.9,20532,0.677143222,-3.679,-4.478340451,11.75668831,7827,7880,496,1633,38.38254172,24.12241224,2964,2964,7828,5769,7872,8182,8078,8005,7991,7924,7835,7968,7927,7930,7881,8195,1554,19.851814,5,5.3,7.6,8.9,8.7,7.9,7.8,6.2,5.6,4.6,4.7,4.3,4.4,6.5,4.2,7092,90.59785386
"67",5131,"AR","Sebastian",20857,16.320159,5700,4.460128796,2.45,7891,6.174539707,6.937337871,10.35724908,13214,15.42268234,25325,29.55800138,20426,23.84014753,6155,7.183790661,20559,23.9953781,127799,7347,14.24196018,166,0.129747305,3611,2.822394698,76,0.059402381,6963,5.442352334,281,0.219632487,4354,3.403131131,11222,8.771230489,6121,11.86539244,19328,15.12374901,25.14082227,531.1818553,49170,50226,13722,10.73717322,203.6512503,2379,1.861516913,0.054799239,4125,3.281,70,24,0.018788311,686,0.546,591,0.462662147,-2035,-1.618,1531,2.967801966,13.11768208,0.547910296,8.828911253,-9.608560354,7649,22103,58021,61570,61428,60333,59472,59300,59261,58482,57622,57971,57697,57208,56790,56835,56085,54294,58352,58413,55783,54881,54399,54791,54232,54425,55224,55543,55131,54795,55011,52716,52275,3218,3015,4550,4591,4901,4470,4250,3197,2747,2154,2077,1995,1824,3369,2019,30787,59.67976428,1.030661312,-5.9,-10.4,-4.7,-4.2,-0.8,6.676892849,4.232950139,3.672808121,0.951379673,16.69740266,0.951379673,43.82378794,14.82049603,7.142241602,23.4,19.5,29684,0.517461386,1.662,1.634272808,240.5936851,127739,128400,7026,24574,25.27842956,17.53413139,51587,51587,127799,85679,127941,125737,127010,127571,127173,126733,127385,127385,127786,127570,127827,125740,30418,23.8014382,5.2,4.9,7.5,7.7,8.3,7.5,7.3,5.5,4.7,3.7,3.6,3.5,3.2,6,3.7,82785,64.77750217
"68",5133,"AR","Sevier",2362,14.91255761,60,0.378811794,2.91,550,3.472441442,9.169288861,15.72562858,2662,26.46912598,3474,34.54310431,1917,19.0613503,835,8.302674754,1169,11.62374466,15839,620,11.27682794,0,0,33,0.205300485,0,0,2342,14.57011323,14,0.087097176,2260,14.05997263,2732,16.99639169,558,10.14914514,5508,34.77492266,5.517241379,563.574383,46651,49470,1788,11.28859145,241.873805,305,1.925626618,0.481683357,937,5.463,76,0,0,-14,-0.082,-71,-0.449993662,-1081,-6.303,378,6.875227355,-3.225806452,-23.29149233,-5.864197531,-19.35483871,1473,3440,6657,7694,7543,7541,7089,6402,6224,6018,5889,5688,5704,5665,5594,5526,5543,5368,7372,7240,7105,6613,5842,5706,5533,5491,5348,5427,5407,5341,5267,5218,5132,322,303,436,476,560,518,485,398,340,277,258,253,259,325,236,3525,64.11422335,6.459366081,-10.3,-30.4,-22.4,-0.9,-1.6,9.493765961,3.69535827,3.259726604,0,27.70016524,0.495718792,31.75604627,11.82214211,5.317710681,26,18.3,24415,0.031689695,-0.84,-7.146207058,28.10454215,15778,15783,1148,2854,32.48786943,21.64883575,5498,5498,15839,10057,16074,17151,17218,17188,17356,17410,17262,16971,17103,17061,17007,17059,4434,27.99419155,4.2,4,5.8,6.7,8.7,8.3,8.1,6.8,6,4.9,4.6,4.5,4.7,5.9,4.4,8400,53.03365111
"69",5135,"AR","Sharp",4413,25.55150252,57,0.330033003,2.5,114,0.660066007,5.902798233,7.258753202,2220,17.76852889,4873,39.00272131,3196,25.58027853,814,6.515127261,1391,11.13334401,17271,716,10.4663061,0,0,29,0.168184191,0,0,90,0.521950937,5,0.028997274,56,0.324769472,148,0.858319318,1052,15.37786873,362,2.095999074,24.82758621,604.6243689,39183,37361,935,5.413699265,216.9491525,121,0.700596375,-0.925818771,-776,-4.499,-160,1,0.005786367,40,0.232,500,2.893183659,968,5.612,0,0,16.32653061,25.27472527,-26.2195122,-4.085614977,962,3060,5972,6364,6237,6221,6302,6259,6127,6050,6006,6028,6062,5961,5781,5762,5717,5630,5929,5770,5656,5706,5617,5529,5475,5510,5618,5731,5660,5508,5483,5306,5353,435,467,565,596,642,598,575,496,410,331,301,273,279,411,277,5405,79.00891683,3.817816477,-3.8,-9.7,-6.2,-3.2,0.9,9.57803081,4.403884796,5.726724715,1.105157401,11.57066309,0.217682518,42.41460147,15.89082384,5.274614869,28.4,18.3,20326,1.967364888,1.113,0.040546803,28.56484272,17282,17622,1034,3181,27.38400228,18.02650957,6841,6841,17271,12494,17243,17250,17270,17034,17043,16820,16808,17007,17147,17290,17442,17263,3538,20.48520642,6.8,7.5,9.1,9.5,10.3,9.8,9.5,8.3,6.8,5.5,5,4.7,4.8,7.2,4.9,15729,91.07173875
"70",5137,"AR","Stone",3407,27.56695526,25,0.202281738,2.62,21,0.16991666,7.847771168,11.48538961,1394,15.37104422,3128,34.49112361,2181,24.04895799,1062,11.71022163,1304,14.37865255,12359,402,8.59341599,0,0,77,0.622775801,0,0,0,0,26,0.210287933,0,0,105,0.849239728,917,19.60239419,271,2.19273404,72.61146497,606.440375,37782,32813,627,5.073225989,213.5,87,0.703940448,-0.622775801,-448,-3.616,-77,0,0,-72,-0.581,194,1.569071498,565,4.56,0,0,-44.44444444,90.90909091,6.097560976,-4.407320349,703,2570,4031,4740,4683,4578,5517,5372,5071,4826,4735,4723,4748,4792,4787,4738,4624,4531,4466,4378,4179,5115,4916,4670,4430,4382,4432,4504,4562,4574,4519,4295,4303,274,305,399,402,456,401,396,353,291,244,230,213,219,329,228,3443,73.59982899,6.177127264,14.5,-3.6,-15.9,-5,0.2,8.260977425,3.225006202,8.633093525,1.215579261,9.030017365,1.686926321,44.23220045,13.54502605,3.994046142,34.7,20.8,20078,0.946295697,0.944,-0.282394707,20.37957977,12364,12481,837,2567,28.53084416,20.94368837,4678,4678,12359,9069,12364,12389,12500,12542,12423,12381,12386,12509,12520,12454,12506,12394,2479,20.05825714,5.8,6.5,8.7,7.3,8.5,7.9,8.2,7.5,6.2,5.1,4.8,4.4,4.6,7.1,5,11387,92.13528603
"71",5139,"AR","Union",7129,18.25421212,273,0.699032109,2.63,12670,32.44225944,8.024373939,8.77563967,3664,13.66960155,10177,37.9682137,5694,21.24309805,2338,8.72257872,4931,18.39650798,39054,2137,14.44797512,20,0.05093984,279,0.710610769,14,0.035657888,480,1.222556161,182,0.463552544,461,1.174163313,996,2.536804034,2094,14.15725779,1754,4.491217289,20.1369863,1039.067082,47315,46444,1618,4.142981513,209.9616858,108,0.276540175,-0.485549133,-167,-0.402,-189,-5,-0.012845215,-25,-0.06,-396,-1.01734104,-2724,-6.552,101,0.682847678,39.28571429,-7.342401638,-14.96062992,-10.95560221,2214,7203,15572,19204,19046,19089,17213,16952,16879,16740,16754,16999,16401,16093,15963,15796,15615,15025,17869,17845,17141,15321,15234,15383,15338,15545,15973,15504,15239,15097,14989,14310,14114,1335,1201,1948,1892,1718,1496,1402,1209,1026,897,854,866,807,1305,911,11025,74.53857075,1.496275366,-14.3,-21,-7.9,-4.5,-1.4,7.410737221,6.402517339,3.133829951,0.372463396,17.01130234,1.399948626,43.79013614,15.27742101,3.70536861,23.9,17.8,27072,-1.502890173,-6.954,-6.208122193,37.58563878,38925,38340,2166,6726,23.40875449,18.519566,14791,14791,39054,26804,39262,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682,41639,9046,23.16280023,7,6.3,10.2,11,10.1,8.9,8.4,7.2,6,5.5,5.3,5.4,5.1,8.4,6.1,22904,58.64700159
"72",5141,"AR","Van Buren",4143,26.22815903,56,0.354520132,2.26,71,0.449480881,5.953672389,6.431398417,1754,14.94037479,4857,41.3713799,2342,19.94889267,877,7.470187394,1910,16.26916525,15796,844,12.14213782,0,0,32,0.201880008,0,0,87,0.548861271,27,0.170336256,8,0.050470002,155,0.977856287,1231,17.70968206,501,3.171689035,5.473684211,709.5625428,39629,40763,845,5.349455558,149.2625369,110,0.69637883,-1.103710752,-663,-3.83,-174,5,0.031715826,58,0.335,103,0.65334602,-102,-0.589,35,0.503524673,0,9.230769231,-2.654867257,-12.05625844,609,2758,5538,6964,6991,6997,6469,6735,6629,6530,6503,6453,6113,6040,5883,5781,5767,5803,6545,6533,6275,5768,6021,5980,5910,5988,6026,5692,5708,5577,5500,5354,5521,419,458,722,701,714,649,620,515,427,421,332,306,281,413,282,5358,77.08243418,1.787648971,-11.9,-15.6,-4.3,-2.7,3.1,7.56590827,5.778259299,3.972553268,0.198627663,10.05778259,2.34741784,45.68436259,12.09823041,10.5092091,27.1,17.1,23389,-0.450364732,-4.419,-8.667244868,22.26160352,15765,15694,778,2659,20.08575198,17.5993874,6951,6951,15796,11740,15851,17310,17214,17162,16985,16907,16808,16669,16552,16635,16545,17296,3018,19.10610281,6,6.6,10.3,10.8,10.6,9.8,9.5,7.9,6.6,6.9,5.5,5.2,4.9,7.2,4.9,14319,90.64953153
"73",5143,"AR","Washington",29524,12.00792285,5631,2.290225362,2.58,8330,3.387955473,7.207702069,6.143309648,20070,13.50287617,40952,27.55205705,28566,19.21889192,8887,5.979076261,50160,33.7470986,245871,10067,11.02278575,737,0.303550761,4442,1.829542038,186,0.076608469,15807,6.51048424,803,0.330734412,11148,4.591565655,26222,10.80014663,7766,8.50332315,44755,18.20263471,42.26905716,941.4708991,64218,56610,25820,10.50144181,353.0619407,2443,0.993610471,0.381088291,15414,7.555,940,170,0.068920223,4904,2.404,2455,0.9952891,19749,9.68,3659,4.006394464,28.7968893,42.93067948,13.41689879,6.655772986,10025,35974,118016,103418,102564,99100,102805,104405,105913,107521,111044,115733,118574,120668,122484,125000,125379,125728,99365,98272,92956,96374,98139,100201,101904,106301,111702,115300,117523,119317,121989,119532,122052,4053,4292,6144,6431,6266,5712,5617,4743,4031,3274,3145,3167,3011,5847,3676,49745,54.46791271,0.999864425,-3,22.8,26.6,-2,2.1,8.63103308,4.339242137,2.764031996,1.178653742,12.42712852,0.113543926,49.01623509,15.03355477,5.49671231,15.2,12.4,31380,1.376377391,17.235,21.07994977,261.1562399,246662,250057,8882,30035,17.16462632,15.31812337,91329,91329,245871,148635,242793,204024,208051,211756,216000,219941,224434,228482,232732,236611,239187,203050,58202,23.67176283,3.9,4.2,6.2,6.3,6,5.4,5.2,4.3,3.5,2.8,2.6,2.6,2.4,4.7,2.9,160566,65.304977
"74",5145,"AR","White",12570,16.36250033,616,0.801853636,2.57,3677,4.786389316,6.230364356,8.136261261,7126,14.21419025,20258,40.40851335,8472,16.89904853,4103,8.184229948,10174,20.29401791,76822,3702,12.94450855,56,0.072656503,508,0.659098281,6,0.007784625,1200,1.556925073,187,0.242620824,883,1.145637366,2064,2.677911126,3335,11.6612469,3499,4.554684856,21.5352553,1034.0787,51660,46345,5098,6.636119861,260.5374823,319,0.415245633,-0.244759797,1158,1.497,-188,8,0.010415311,262,0.339,585,0.761619581,239,0.309,123,0.430084968,49.8783455,21.23310254,-24.94117647,-6.755425492,3396,11219,31909,31667,32864,33917,36409,36645,36432,35304,34720,34681,34092,33628,33604,33937,34020,33712,29556,30920,31176,33516,33620,33682,32619,32332,32557,32318,32090,32156,32452,31880,32361,2111,1944,2741,2893,3025,2750,2685,2388,2124,1774,1538,1448,1485,2140,1351,19386,67.78558691,1.137610079,13.4,9.5,-3.4,-1.8,1.5,8.213983516,3.867247485,2.055846313,1.065530101,12.06556144,0.980914476,47.52577643,15.73850638,7.349023786,20.6,16.3,25535,0.516859784,1.806,-0.329544865,74.29028374,76810,77207,3602,12106,19.12162162,15.25834047,28599,28599,76822,50133,77075,77356,78083,78641,78567,78471,78915,78917,78844,78381,78753,77086,17887,23.28369477,6.7,5.9,8.1,7.9,8.3,7.5,7.6,6.9,6.1,5.2,4.6,4.3,4.4,6.3,4,64363,83.78198953
"75",5147,"AR","Woodruff",1509,24.07082469,22,0.350933163,2.37,1601,25.53836338,9.092393079,18.1531176,785,17.55759338,1929,43.14471036,669,14.9630955,368,8.230820845,720,16.10377992,6269,369,14.00911162,0,0,0,0,0,0,0,0,0,0,0,0,11,0.173693352,400,15.18602885,96,1.531344712,10.34482759,585.965223,37331,43717,318,5.072579359,205.7692308,8,0.127612059,-0.903225806,-223,-3.082,-56,0,0,0,0,-28,-0.451612903,-693,-9.577,0,0,46.66666667,-19.5072901,-52.94117647,-15.98889109,394,1276,2665,3494,3474,3353,3621,3540,3393,3254,3189,3043,2974,2925,2800,2770,2826,2790,3185,3198,2988,3258,3170,3061,2953,2952,2851,2811,2783,2670,2628,2661,2651,309,276,365,363,370,332,301,237,192,163,142,130,142,165,139,1851,70.27334852,8.105065666,2.3,-16.8,-18.6,1.3,-0.4,3.489681051,7.279549719,5.253283302,0.450281426,13.69606004,0.150093809,40.0750469,13.62101313,7.879924953,33.7,25.2,27219,-1.35483871,-12.659,-13.65013774,10.69858714,6200,6116,434,1514,31.09707972,20.82925237,2634,2634,6269,4471,6333,7236,7164,7052,7018,6860,6706,6600,6575,6466,6320,7264,1316,20.99218376,8.8,7.9,10.9,10,10.5,9.8,9.3,7.4,6.3,5.5,4.9,4.6,5.1,5.8,5,4235,67.55463391
"76",5149,"AR","Yell",3581,17.67260524,202,0.996890885,2.67,226,1.115333366,6.35898455,9.534596376,3135,22.54584682,5240,37.68428623,2739,19.69795038,838,6.026609133,1953,14.04530744,20263,943,12.50497282,0,0,117,0.571038118,0,0,1864,9.097564547,18,0.087852018,1374,6.706037386,2019,9.854068037,889,11.78888742,4204,20.74717465,-0.61465721,930.2106388,48526,51070,1728,8.527858659,345.3608247,111,0.547796476,-0.133557578,201,0.908,-27,5,0.024732885,199,0.899,-34,-0.168183617,-1006,-4.543,370,4.906511073,-27.3381295,-21.52777778,-12.5984252,-13.57226792,912,2781,9120,10500,10517,10599,9722,9604,9326,9142,9128,9001,8700,8558,8484,8391,7933,7831,10043,10045,9740,8967,8921,8725,8559,8627,8551,8311,8211,8134,8063,7526,7520,457,472,859,755,683,601,583,501,450,389,347,350,328,407,311,5164,68.47898157,5.899122807,-10.7,-25.1,-16.1,-6.7,-0.1,6.436403509,2.872807018,3.092105263,1.315789474,21.66666667,0.855263158,39.78070175,11.29385965,6.787280702,21.5,15.1,24771,-0.301741195,-3.635,-8.663511382,21.78323828,20216,20155,1027,2996,18.78088962,13.81588753,7541,7541,20263,13905,20489,22146,21964,21824,21819,21768,21506,21502,21509,21462,21341,22183,4937,24.36460544,4.4,4.5,8.1,7.8,7.1,6.4,6.4,5.5,5,4.5,4.1,4.1,3.9,5.1,4,14710,72.59537087
